CNNAM,FNFNUM,CNID,USERID,CREATED,MODIFIED
"Blackbark","2195","BLACKBARK","DUKE","07-OCT-98",""
"Black Afara","2195","BLACKAFARA","DUKE","07-OCT-98",""
"Brimstonewood","2195","BRIMSTONEWOOD","DUKE","07-OCT-98",""
"Satinwood","2195","SATINWOOD","DUKE","07-OCT-98",""
"Shinglewood","2195","SHINGLEWOOD","DUKE","07-OCT-98",""
"Feverfew","2200","FEVERFEW","DUKE","04-NOV-98",""
"American Feverfew","2200","AMERICANFEVERFEW","DUKE","04-NOV-98",""
"Spirulina","2202","SPIRULINA","DUKE","10-NOV-98",""
"Wild Quinine","2200","WILDQUININE","DUKE","18-NOV-98",""
"Wu Wei Zu","909","WUWEIZU","DUKE","18-NOV-98","28-MAR-99"
"European Butterbur","2203","EUROPEANBUTTERBUR","DUKE","22-NOV-98",""
"Wild Strawberry","2204","WILDSTRAWBERRY","DUKE","30-NOV-98",""
"European Strawberry","2204","EUROPEANSTRAWBERRY","DUKE","30-NOV-98",""
"Mucura","1280","MUCURA","DUKE","30-NOV-98",""
"Velvet Leaf","2205","VELVETLEAF","DUKE","03-DEC-98",""
"Butterprint","2205","BUTTERPRINT","DUKE","03-DEC-98",""
"Indian-Mallow","2205","INDIANMALLOW","DUKE","03-DEC-98",""
"Abutilon-Hemp","2205","ABUTILONHEMP","DUKE","03-DEC-98",""
"Sweet Grass","2206","SWEETGRASS","DUKE","08-DEC-98",""
"Vanilla-Scented Grass","2206","VANILLASCENTEDGRASS","DUKE","08-DEC-98",""
"Broomsedge","2207","BROOMSEDGE","DUKE","10-DEC-98",""
"Head Lettuce","2208","HEADLETTUCE","DUKE","12-DEC-98",""
"Iceberg Lettuce","2208","ICEBERGLETTUCE","DUKE","12-DEC-98",""
"Garden Bean","719","GARDENBEAN","DUKE","12-DEC-98",""
"String Bean","719","STRINGBEAN","DUKE","12-DEC-98",""
"Canola","2209","CANOLA","DUKE","12-DEC-98",""
"Rape","2209","RAPE","DUKE","12-DEC-98",""
"Hawthorn","2210","HAWTHORN","DUKE","11-JAN-99",""
"English Hawthorn","2210","ENGLISHHAWTHORN","DUKE","11-JAN-99",""
"Hawthorn","2211","HAWTHORN","DUKE","11-JAN-99",""
"Hawthorn","2212","HAWTHORN","DUKE","12-JAN-99",""
"Snowdrop","2213","SNOWDROP","DUKE","26-JAN-99",""
"Guar","2214","GUAR","DUKE","30-JAN-99",""
"Cluster-Bean","2214","CLUSTERBEAN","DUKE","30-JAN-99",""
"Siam-Bean","2214","SIAMBEAN","DUKE","30-JAN-99",""
"Succory","260","SUCCORY","DUKE","06-FEB-99",""
"Ling Zhi","2161","LINGZHI","DUKE","08-FEB-99",""
"Cinnamon","2215","CINNAMON","DUKE","09-FEB-99",""
"Miracle Fruit","2133","MIRACLEFRUIT","DUKE","28-FEB-99",""
"Barleygrass","477","BARLEYGRASS","DUKE","02-MAR-99",""
"Hydrangea","487","HYDRANGEA","DUKE","04-MAR-99",""
"St. John's-wort","491","STJOHNSWORT","DUKE","05-MAR-99",""
"Goatweed","491","GOATWEED","DUKE","05-MAR-99",""
"Habas","1054","HABAS","DUKE","09-MAR-99",""
"Frankincense","168","FRANKINCENSE","DUKE","13-MAR-99",""
"Cade","517","CADE","DUKE","15-MAR-99",""
"Brown Juniper","517","BROWNJUNIPER","DUKE","15-MAR-99",""
"Prickly Juniper","517","PRICKLYJUNIPER","DUKE","15-MAR-99",""
"White Waxtree","559","WHITEWAXTREE","DUKE","19-MAR-99",""
"Lobelia","566","LOBELIA","DUKE","19-MAR-99",""
"White Horehound","604","WHITEHOREHOUND","DUKE","19-MAR-99",""
"Southern Bayberry","648","SOUTHERNBAYBERRY","DUKE","20-MAR-99",""
"Candle-Berry","648","CANDLEBERRY","DUKE","20-MAR-99",""
"Ginseng","691","GINSENG","DUKE","20-MAR-99",""
"Korean Ginseng","691","KOREANGINSENG","DUKE","20-MAR-99",""
"Ginseng","694","GINSENG","DUKE","21-MAR-99",""
"Missouri Snakeroot","2200","MISSOURISNAKEROOT","DUKE","22-MAR-99",""
"Prairie-Dock","2200","PRAIRIEDOCK","DUKE","22-MAR-99",""
"Pfaffia","2165","PFAFFIA","DUKE","22-MAR-99",""
"Sweet Cumin","742","SWEETCUMIN","DUKE","23-MAR-99",""
"Cubeb Pepper","753","CUBEBPEPPER","DUKE","24-MAR-99",""
"Psyllium","762","PSYLLIUM","DUKE","25-MAR-99",""
"Indian Plantago","762","INDIANPLANTAGO","DUKE","25-MAR-99",""
"He Shou Wu","775","HESHOUWU","DUKE","25-MAR-99",""
"Kudsu","804","KUDSU","DUKE","27-MAR-99",""
"Buckthorn","2216","BUCKTHORN","DUKE","27-MAR-99",""
"European Buckthorn","2216","EUROPEANBUCKTHORN","DUKE","27-MAR-99",""
"Cascara Sagrada","2217","CASCARASAGRADA","DUKE","27-MAR-99",""
"Cascara Buckthorn","2217","CASCARABUCKTHORN","DUKE","27-MAR-99",""
"Cascara Buckthorn","844","CASCARABUCKTHORN","DUKE","27-MAR-99",""
"Dogbrier","865","DOGBRIER","DUKE","28-MAR-99",""
"Dog Rose","865","DOGROSE","DUKE","28-MAR-99",""
"Raspberry","878","RASPBERRY","DUKE","28-MAR-99",""
"Sour Dock","881","SOURDOCK","DUKE","28-MAR-99",""
"Box-Holly","883","BOXHOLLY","DUKE","28-MAR-99",""
"Wu Wei Zi","909","WUWEIZI","DUKE","28-MAR-99",""
"Magnolia Vine","909","MAGNOLIAVINE","DUKE","28-MAR-99",""
"Five-Flavor-Fruit","909","FIVEFLAVORFRUIT","DUKE","28-MAR-99",""
"Baikal Skullcap","915","BAIKALSKULLCAP","DUKE","30-MAR-99",""
"Scullcap","919","SCULLCAP","DUKE","30-MAR-99",""
"True Senna","1330","TRUESENNA","DUKE","30-MAR-99",""
"Indian Senna","1330","INDIANSENNA","DUKE","30-MAR-99",""
"Scrub-Palmetto","927","SCRUBPALMETTO","DUKE","30-MAR-99",""
"Jamaica Sarsaparilla","2162","JAMAICASARSAPARILLA","DUKE","31-MAR-99",""
"Honduran Sarsaparilla","2162","HONDURANSARSAPARILLA","DUKE","31-MAR-99",""
"Brown Sarsaparilla","2162","BROWNSARSAPARILLA","DUKE","31-MAR-99",""
"Sarsaparilla","2201","SARSAPARILLA","DUKE","31-MAR-99",""
"Bishop's-Wort","965","BISHOPSWORT","DUKE","02-APR-99",""
"Purple Betony","965","PURPLEBETONY","DUKE","02-APR-99",""
"Common Chickweed","968","COMMONCHICKWEED","DUKE","02-APR-99",""
"Queen's-Root","974","QUEENSROOT","DUKE","02-APR-99",""
"Yawroot","974","YAWROOT","DUKE","02-APR-99",""
"Taheebo","2158","TAHEEBO","DUKE","02-APR-99",""
"Feverfew","2220","FEVERFEW","DUKE","02-APR-99",""
"Myrobalan","2119","MYROBALAN","DUKE","03-APR-99",""
"Belleric","2119","BELLERIC","DUKE","03-APR-99",""
"Chebulic Myrobalan","1003","CHEBULICMYROBALAN","DUKE","03-APR-99",""
"Thyme","1016","THYME","DUKE","03-APR-99",""
"Purple Clover","1022","PURPLECLOVER","DUKE","05-APR-99",""
"Greek Clover","1023","GREEKCLOVER","DUKE","07-APR-99","26-JAN-01"
"Greek Hay","1023","GREEKHAY","DUKE","07-APR-99",""
"Red Elm","1032","REDELM","DUKE","07-APR-99",""
"Slippery Elm","2222","SLIPPERYELM","DUKE","07-APR-99",""
"Red Elm","2222","REDELM","DUKE","07-APR-99",""
"Una de Gato","2124","UNADEGATO","DUKE","07-APR-99",""
"Garabato Colorado","2124","GARABATOCOLORADO","DUKE","07-APR-99",""
"Tambor Huasca","2124","TAMBORHUASCA","DUKE","07-APR-99",""
"Ungunagi","2124","UNGUNAGI","DUKE","07-APR-99",""
"Large Cranberry","1039","LARGECRANBERRY","DUKE","07-APR-99",""
"American Cranberry","1039","AMERICANCRANBERRY","DUKE","07-APR-99",""
"Dwarf Bilberry","1040","DWARFBILBERRY","DUKE","07-APR-99",""
"Common Valerian","1042","COMMONVALERIAN","DUKE","08-APR-99",""
"Garden-Heliotrope","1042","GARDENHELIOTROPE","DUKE","08-APR-99",""
"Velvetplant","1048","VELVETPLANT","DUKE","08-APR-99",""
"Flannelleaf","1048","FLANNELLEAF","DUKE","08-APR-99",""
"Flannelplant","1048","FLANNELPLANT","DUKE","08-APR-99",""
"Great Mullein","1048","GREATMULLEIN","DUKE","08-APR-99",""
"Wild Hyssop","2122","WILDHYSSOP","DUKE","08-APR-99",""
"American Blue Vervain","2122","AMERICANBLUEVERVAIN","DUKE","08-APR-99",""
"Snowballbush","1052","SNOWBALLBUSH","DUKE","08-APR-99",""
"Running-Myrtle","1062","RUNNINGMYRTLE","DUKE","08-APR-99",""
"European Grape","1068","EUROPEANGRAPE","DUKE","08-APR-99",""
"Wine Grape","1068","WINEGRAPE","DUKE","08-APR-99",""
"Banana Yucca","1073","BANANAYUCCA","DUKE","10-APR-99",""
"Blue Yucca","1073","BLUEYUCCA","DUKE","10-APR-99",""
"Hercules'-Club","2159","HERCULESCLUB","DUKE","10-APR-99",""
"West Indian Yellowwood","2159","WESTINDIANYELLOWWOOD","DUKE","10-APR-99",""
"Muskmelon","324","MUSKMELON","DUKE","18-APR-99",""
"Netted Melon","324","NETTEDMELON","DUKE","18-APR-99",""
"Persian Melon","324","PERSIANMELON","DUKE","18-APR-99",""
"Nutmeg Melon","324","NUTMEGMELON","DUKE","18-APR-99",""
"Girasol","466","GIRASOL","DUKE","07-MAY-99",""
"Artichoke","2224","ARTICHOKE","DUKE","08-MAY-99",""
"Cardoon","2224","CARDOON","DUKE","08-MAY-99",""
"Globe Artichoke","2224","GLOBEARTICHOKE","DUKE","08-MAY-99",""
"Osage-Orange","2225","OSAGEORANGE","DUKE","11-MAY-99",""
"Hedge Apple","2225","HEDGEAPPLE","DUKE","11-MAY-99",""
"bijasal","801","BIJASAL","DUKE","15-MAY-99",""
"Mexican Mint","1434","MEXICANMINT","DUKE","15-MAY-99",""
"Angelica","84","ANGELICA","DUKE","15-MAY-99",""
"Wild Parsnip","84","WILDPARSNIP","DUKE","15-MAY-99",""
"Dang Quai","87","DANGQUAI","DUKE","15-MAY-99",""
"Dang Qui","87","DANGQUI","DUKE","15-MAY-99",""
"Dong Gui","87","DONGGUI","DUKE","15-MAY-99",""
"Chinese Angelica","87","CHINESEANGELICA","DUKE","15-MAY-99",""
"Prickly Pear","676","PRICKLYPEAR","DUKE","22-MAY-99",""
"Nopal","676","NOPAL","DUKE","22-MAY-99",""
"Nopalito","676","NOPALITO","DUKE","22-MAY-99",""
"Poppyseed Poppy","697","POPPYSEEDPOPPY","DUKE","24-MAY-99",""
"Australian Chestnut","221","AUSTRALIANCHESTNUT","DUKE","27-MAY-99",""
"Lemon-Scented Gum","400","LEMONSCENTEDGUM","DUKE","31-MAY-99",""
"Spotted Gum","400","SPOTTEDGUM","DUKE","31-MAY-99",""
"Citron-Scented Gum","400","CITRONSCENTEDGUM","DUKE","31-MAY-99",""
"Flooded Gum","2144","FLOODEDGUM","DUKE","31-MAY-99",""
"Rose Gum","2144","ROSEGUM","DUKE","31-MAY-99",""
"Eucalypt","401","EUCALYPT","DUKE","31-MAY-99",""
"Tasmanian Bluegum","401","TASMANIANBLUEGUM","DUKE","31-MAY-99",""
"Solomon's Seal","2227","SOLOMONSSEAL","DUKE","02-JUN-99",""
"Sweet Bay","543","SWEETBAY","DUKE","12-JUN-99",""
"Grecian Laurel","543","GRECIANLAUREL","DUKE","12-JUN-99",""
"Bay Laurel","543","BAYLAUREL","DUKE","12-JUN-99",""
"Laurel","543","LAUREL","DUKE","12-JUN-99",""
"Roman Coriander","664","ROMANCORIANDER","DUKE","14-JUN-99",""
"Fennel-Flower","664","FENNELFLOWER","DUKE","14-JUN-99",""
"Nutmeg-Flower","664","NUTMEGFLOWER","DUKE","14-JUN-99",""
"Black Caraway","664","BLACKCARAWAY","DUKE","14-JUN-99",""
"Ceylon Cinnamon","269","CEYLONCINNAMON","DUKE","30-JUN-99",""
"Ceylon Cinnamon","2215","CEYLONCINNAMON","DUKE","30-JUN-99",""
"Garden Dill","83","GARDENDILL","DUKE","02-JUL-99",""
"Jiaogulan","2228","JIAOGULAN","DUKE","06-JUL-99",""
"Jamaica-Pepper","740","JAMAICAPEPPER","DUKE","06-JUL-99",""
"Pimenta","740","PIMENTA","DUKE","06-JUL-99",""
"Clover-Pepper","740","CLOVERPEPPER","DUKE","06-JUL-99",""
"Brahmi","2229","BRAHMI","DUKE","07-JUL-99",""
"Water Hyssop","2229","WATERHYSSOP","DUKE","07-JUL-99",""
"Asafoetida","413","ASAFOETIDA","DUKE","09-JUL-99",""
"Assa-foetida","413","ASSAFOETIDA","DUKE","09-JUL-99",""
"Sweet Basil","667","SWEETBASIL","DUKE","12-JUL-99",""
"Green Pepper","207","GREENPEPPER","DUKE","13-JUL-99",""
"Cherry Pepper","207","CHERRYPEPPER","DUKE","13-JUL-99",""
"Sweet Pepper","207","SWEETPEPPER","DUKE","13-JUL-99",""
"Cone Pepper","207","CONEPEPPER","DUKE","13-JUL-99",""
"Paprika","207","PAPRIKA","DUKE","13-JUL-99",""
"Sweet Marjoram","678","SWEETMARJORAM","DUKE","14-JUL-99",""
"Yellow Ginger Lily","2230","YELLOWGINGERLILY","DUKE","16-JUL-99",""
"Scented Geranium","2231","SCENTEDGERANIUM","DUKE","16-JUL-99",""
"Ravensara","2232","RAVENSARA","DUKE","16-JUL-99",""
"Cuscus Grass","1051","CUSCUSGRASS","DUKE","16-JUL-99",""
"Bay","543","BAY","DUKE","16-JUL-99",""
"Cilician Catmint","2233","CILICIANCATMINT","DUKE","16-JUL-99",""
"Oregano","2085","OREGANO","DUKE","19-JUL-99",""
"Pot Marjoram","2085","POTMARJORAM","DUKE","19-JUL-99",""
"Wild Marjoram","2085","WILDMARJORAM","DUKE","19-JUL-99",""
"European Oregano","2085","EUROPEANOREGANO","DUKE","19-JUL-99",""
"Pepper","755","PEPPER","DUKE","21-JUL-99",""
"Hot Pepper","208","HOTPEPPER","DUKE","26-JUL-99",""
"Spur Pepper","208","SPURPEPPER","DUKE","26-JUL-99",""
"Red Chili","208","REDCHILI","DUKE","26-JUL-99",""
"Savory","904","SAVORY","DUKE","30-JUL-99",""
"Benneseed","928","BENNESEED","DUKE","30-JUL-99",""
"Indian Saffron","331","INDIANSAFFRON","DUKE","26-AUG-99",""
"False Strawberry","2234","FALSESTRAWBERRY","DUKE","06-SEP-99",""
"Indian Strawberry","2234","INDIANSTRAWBERRY","DUKE","06-SEP-99",""
"Mock Strawberry","2234","MOCKSTRAWBERRY","DUKE","06-SEP-99",""
"Honey Buchu","37","HONEYBUCHU","DUKE","09-SEP-99",""
"Mountain Buchu","37","MOUNTAINBUCHU","DUKE","09-SEP-99",""
"Indian Coleus","2178","INDIANCOLEUS","DUKE","09-SEP-99",""
"Siamese Ginger","60","SIAMESEGINGER","DUKE","14-SEP-99",""
"Chinese Ginger","61","CHINESEGINGER","DUKE","14-SEP-99",""
"White Mallow","62","WHITEMALLOW","DUKE","14-SEP-99",""
"Clubmoss","2235","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2236","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2237","CLUBMOSS","DUKE","25-SEP-99",""
"clubmoss","2238","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2239","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2240","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2241","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2242","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2243","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2244","CLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2245","CLUBMOSS","DUKE","25-SEP-99",""
"Shining Clubmoss","2246","SHININGCLUBMOSS","DUKE","25-SEP-99",""
"Clubmoss","2247","CLUBMOSS","DUKE","25-SEP-99",""
"Dame's Rocket","2248","DAMESROCKET","DUKE","26-SEP-99",""
"Sweet Rocket","2248","SWEETROCKET","DUKE","26-SEP-99",""
"Damask-Violet","2248","DAMASKVIOLET","DUKE","26-SEP-99",""
"Dame's-Violet","2248","DAMESVIOLET","DUKE","26-SEP-99",""
"Sugar Beet","157","SUGARBEET","DUKE","28-SEP-99",""
"Garden Beet","157","GARDENBEET","DUKE","28-SEP-99",""
"Salaki","2157","SALAKI","DUKE","01-OCT-99",""
"Salai Guggal","2157","SALAIGUGGAL","DUKE","01-OCT-99",""
"Kundur Luban","2157","KUNDURLUBAN","DUKE","01-OCT-99",""
"Salai","2157","SALAI","DUKE","01-OCT-99",""
"Indian Olibanum-Tree","2157","INDIANOLIBANUMTREE","DUKE","01-OCT-99",""
"Indian Frankincense","2157","INDIANFRANKINCENSE","DUKE","01-OCT-99",""
"Sugarcane","2249","SUGARCANE","DUKE","02-OCT-99",""
"Sweet Quandong","2250","SWEETQUANDONG","DUKE","02-OCT-99",""
"Quandong","2250","QUANDONG","DUKE","02-OCT-99",""
"Quandong Nut","2250","QUANDONGNUT","DUKE","02-OCT-99",""
"Arrow Poison","2251","ARROWPOISON","DUKE","02-OCT-99",""
"Chinese Mustard","170","CHINESEMUSTARD","DUKE","05-OCT-99",""
"Bok-Choy","170","BOKCHOY","DUKE","05-OCT-99",""
"Celery Mustard","170","CELERYMUSTARD","DUKE","05-OCT-99",""
"Chinese White Cabbage","170","CHINESEWHITECABBAGE","DUKE","05-OCT-99",""
"Celery Cabbage","170","CELERYCABBAGE","DUKE","05-OCT-99",""
"Pak-Choi","2252","PAKCHOI","DUKE","05-OCT-99",""
"Chinese Mustard","2252","CHINESEMUSTARD","DUKE","05-OCT-99",""
"Bok-Choy","2252","BOKCHOY","DUKE","05-OCT-99",""
"Celery Mustard","2252","CELERYMUSTARD","DUKE","05-OCT-99",""
"Chinese White Cabbage","2252","CHINESEWHITECABBAGE","DUKE","05-OCT-99",""
"Celery Cabbage","2252","CELERYCABBAGE","DUKE","05-OCT-99",""
"Chinese Cabbage","2252","CHINESECABBAGE","DUKE","05-OCT-99",""
"Swede","172","SWEDE","DUKE","05-OCT-99",""
"Swedish Turnip","172","SWEDISHTURNIP","DUKE","05-OCT-99",""
"Red Cabbage","176","REDCABBAGE","DUKE","05-OCT-99",""
"White Cabbage","176","WHITECABBAGE","DUKE","05-OCT-99",""
"Brussel-Sprout","175","BRUSSELSPROUT","DUKE","06-OCT-99",""
"American Elderberry","891","AMERICANELDERBERRY","DUKE","07-OCT-99",""
"Sweet Elder","891","SWEETELDER","DUKE","07-OCT-99",""
"Cow Cabbage","178","COWCABBAGE","DUKE","07-OCT-99",""
"Tall Kale","178","TALLKALE","DUKE","07-OCT-99",""
"Tree Kale","178","TREEKALE","DUKE","07-OCT-99",""
"Spring-Heading Cabbage","178","SPRINGHEADINGCABBAGE","DUKE","07-OCT-99",""
"Curly Kale","179","CURLYKALE","DUKE","07-OCT-99",""
"Kitchen Kale","179","KITCHENKALE","DUKE","07-OCT-99",""
"Scotch Kale","179","SCOTCHKALE","DUKE","07-OCT-99",""
"Seven-Top Turnip","183","SEVENTOPTURNIP","DUKE","07-OCT-99",""
"Rapini","183","RAPINI","DUKE","07-OCT-99",""
"European Elder","892","EUROPEANELDER","DUKE","07-OCT-99",""
"European Elderberry","892","EUROPEANELDERBERRY","DUKE","07-OCT-99",""
"Elder","892","ELDER","DUKE","07-OCT-99",""
"Black Elder","892","BLACKELDER","DUKE","07-OCT-99",""
"English Hawthorn","316","ENGLISHHAWTHORN","DUKE","13-NOV-99",""
"Whitethorn","316","WHITETHORN","DUKE","13-NOV-99",""
"Woodland Hawthorn","316","WOODLANDHAWTHORN","DUKE","13-NOV-99",""
"Hawthorn","2253","HAWTHORN","DUKE","13-NOV-99",""
"Rooibos","2254","ROOIBOS","DUKE","18-NOV-99",""
"Kaffree Tea","2254","KAFFREETEA","DUKE","18-NOV-99",""
"Red Bush Tea","2254","REDBUSHTEA","DUKE","18-NOV-99",""
"Broccoli","2255","BROCCOLI","DUKE","19-NOV-99",""
"Heading Broccoli","2255","HEADINGBROCCOLI","DUKE","19-NOV-99",""
"Sprouting Broccoli","2255","SPROUTINGBROCCOLI","DUKE","19-NOV-99",""
"Cape Broccoli","2255","CAPEBROCCOLI","DUKE","19-NOV-99",""
"Purple Cauliflower","2255","PURPLECAULIFLOWER","DUKE","19-NOV-99",""
"Asparagus Broccoli","2255","ASPARAGUSBROCCOLI","DUKE","19-NOV-99",""
"Winter Broccoli","2255","WINTERBROCCOLI","DUKE","19-NOV-99",""
"Calabrese","2255","CALABRESE","DUKE","19-NOV-99",""
"Sheng ma","2256","SHENGMA","DUKE","24-NOV-99",""
"Xing an sheng ma","2256","XINGANSHENGMA","DUKE","24-NOV-99",""
"Bugbane","2257","BUGBANE","DUKE","24-NOV-99",""
"Sheng ma","2257","SHENGMA","DUKE","24-NOV-99",""
"Foetid Bugbane","2257","FOETIDBUGBANE","DUKE","24-NOV-99",""
"Sheng ma","2258","SHENGMA","DUKE","24-NOV-99",""
"Bugbane","2258","BUGBANE","DUKE","24-NOV-99",""
"Foetid Bugbane","2258","FOETIDBUGBANE","DUKE","24-NOV-99",""
"San mian dao","2259","SANMIANDAO","DUKE","24-NOV-99",""
"Black Snakeroot","263","BLACKSNAKEROOT","DUKE","24-NOV-99",""
"Black Cohosh","2260","BLACKCOHOSH","DUKE","24-NOV-99",""
"Black Snakeroot","2260","BLACKSNAKEROOT","DUKE","24-NOV-99",""
"Ye sheng ma","2261","YESHENGMA","DUKE","24-NOV-99",""
"Ye sheng ma","2262","YESHENGMA","DUKE","24-NOV-99",""
"Kilytree","992","KILYTREE","DUKE","07-DEC-99",""
"Manuka","1416","MANUKA","DUKE","08-DEC-99",""
"Broom Teatree","1416","BROOMTEATREE","DUKE","08-DEC-99",""
"Malabar Tamarind","2123","MALABARTAMARIND","DUKE","10-DEC-99",""
"Garcinia","2123","GARCINIA","DUKE","10-DEC-99",""
"Deccan-Hemp","2263","DECCANHEMP","DUKE","10-DEC-99",""
"Indian-Hemp","2263","INDIANHEMP","DUKE","10-DEC-99",""
"Kenaf","2263","KENAF","DUKE","10-DEC-99",""
"Mesta","2263","MESTA","DUKE","10-DEC-99",""
"Bastard-Jute","2263","BASTARDJUTE","DUKE","10-DEC-99",""
"Bimli-Jute","2263","BIMLIJUTE","DUKE","10-DEC-99",""
"Java-Jute","2263","JAVAJUTE","DUKE","10-DEC-99",""
"Kokum","2264","KOKUM","DUKE","10-DEC-99",""
"Kokam","2264","KOKAM","DUKE","10-DEC-99",""
"Goa-Butter","2264","GOABUTTER","DUKE","10-DEC-99",""
"Asam Gelugor","2265","ASAMGELUGOR","DUKE","10-DEC-99",""
"Gelugur","2265","GELUGUR","DUKE","10-DEC-99",""
"Goat's Rue","2266","GOATSRUE","DUKE","10-DEC-99",""
"Galega","2266","GALEGA","DUKE","10-DEC-99",""
"Congona","2267","CONGONA","DUKE","11-DEC-99",""
"Marginal Wood Fern","2268","MARGINALWOODFERN","DUKE","12-DEC-99",""
"Marginal Fern","2268","MARGINALFERN","DUKE","12-DEC-99",""
"Ebony Spleenwort","2269","EBONYSPLEENWORT","DUKE","13-DEC-99",""
"Verdolaga","783","VERDOLAGA","DUKE","14-DEC-99",""
"Prairie Apple","799","PRAIRIEAPPLE","DUKE","15-DEC-99",""
"Prairie Potato","799","PRAIRIEPOTATO","DUKE","15-DEC-99",""
"Indian Turnip","799","INDIANTURNIP","DUKE","15-DEC-99",""
"Breadroot","799","BREADROOT","DUKE","15-DEC-99",""
"Prairie Turnip","799","PRAIRIETURNIP","DUKE","15-DEC-99",""
"Queen-of-the-Night","922","QUEENOFTHENIGHT","DUKE","19-DEC-99",""
"Belle-of-the-Night","1230","BELLEOFTHENIGHT","DUKE","19-DEC-99",""
"Queen-of-the-Night","1230","QUEENOFTHENIGHT","DUKE","19-DEC-99",""
"Night-Blooming Cereus","2270","NIGHTBLOOMINGCEREUS","DUKE","19-DEC-99",""
"Marihuana","204","MARIHUANA","DUKE","23-JAN-00",""
"Indian Hemp","204","INDIANHEMP","DUKE","23-JAN-00",""
"Wineberry","2271","WINEBERRY","DUKE","24-JAN-00",""
"Wine Raspberry","2271","WINERASPBERRY","DUKE","24-JAN-00",""
"Japanese Wineberry","2271","JAPANESEWINEBERRY","DUKE","24-JAN-00",""
"Salmonberry","2272","SALMONBERRY","DUKE","24-JAN-00",""
"Salmonberry","2273","SALMONBERRY","DUKE","24-JAN-00",""
"Thimbleberry","2273","THIMBLEBERRY","DUKE","24-JAN-00",""
"Cornelian Cherry","2274","CORNELIANCHERRY","DUKE","24-JAN-00",""
"Sorbet","2274","SORBET","DUKE","24-JAN-00",""
"Amur Cork Tree","720","AMURCORKTREE","DUKE","03-FEB-00",""
"Huang Bai","720","HUANGBAI","DUKE","03-FEB-00",""
"Hierba Mansa","2275","HIERBAMANSA","DUKE","08-FEB-00",""
"Yerba Mansa","2275","YERBAMANSA","DUKE","08-FEB-00",""
"Hemp","204","HEMP","DUKE","09-FEB-00",""
"Stevia","973","STEVIA","DUKE","17-FEB-00",""
"Devil's Walking Stick","2276","DEVILSWALKINGSTICK","DUKE","17-FEB-00",""
"Hercules' Club","2276","HERCULESCLUB","DUKE","17-FEB-00",""
"Prickly Ash","2276","PRICKLYASH","DUKE","17-FEB-00",""
"American Angelica Tree","2276","AMERICANANGELICATREE","DUKE","17-FEB-00",""
"Quilquinya","2277","QUILQUINYA","DUKE","18-FEB-00",""
"Pitcher-Plant","2278","PITCHERPLANT","DUKE","24-FEB-00",""
"Elephant Yam","68","ELEPHANTYAM","DUKE","25-FEB-00",""
"Snake Palm","68","SNAKEPALM","DUKE","25-FEB-00",""
"lords-and-Ladies","2295","LORDSANDLADIES","DUKE","25-FEB-00",""
"Adam-and-Eve","2295","ADAMANDEVE","DUKE","25-FEB-00",""
"Cuckoopint","2295","CUCKOOPINT","DUKE","25-FEB-00",""
"Spotted Water Hemlock","261","SPOTTEDWATERHEMLOCK","DUKE","25-FEB-00",""
"Hemlock","299","HEMLOCK","DUKE","25-FEB-00",""
"Spotted Hemlock","299","SPOTTEDHEMLOCK","DUKE","25-FEB-00",""
"Fool's Parsley","299","FOOLSPARSLEY","DUKE","25-FEB-00",""
"Carrot Fern","299","CARROTFERN","DUKE","25-FEB-00",""
"Spotted Parsley","299","SPOTTEDPARSLEY","DUKE","25-FEB-00",""
"California Yerba Santa","388","CALIFORNIAYERBASANTA","DUKE","01-MAR-00",""
"Hierba Santa","388","HIERBASANTA","DUKE","01-MAR-00",""
"Mountain Balm","388","MOUNTAINBALM","DUKE","01-MAR-00",""
"Bear's Weed","388","BEARSWEED","DUKE","01-MAR-00",""
"Consumptive's Weed","388","CONSUMPTIVESWEED","DUKE","01-MAR-00",""
"Tarweed","388","TARWEED","DUKE","01-MAR-00",""
"Gum Bush","388","GUMBUSH","DUKE","01-MAR-00",""
"Holy Herb","388","HOLYHERB","DUKE","01-MAR-00",""
"Chinese Knotweed","775","CHINESEKNOTWEED","DUKE","01-MAR-00",""
"Dokudami","479","DOKUDAMI","DUKE","03-MAR-00",""
"Yu Xing Cao","479","YUXINGCAO","DUKE","03-MAR-00",""
"Peavine Clover","1022","PEAVINECLOVER","DUKE","04-MAR-00",""
"Cowgrass","1022","COWGRASS","DUKE","04-MAR-00",""
"Ivy Gourd","2298","IVYGOURD","DUKE","05-MAR-00",""
"Kundree","2298","KUNDREE","DUKE","05-MAR-00",""
"Tindora","2298","TINDORA","DUKE","05-MAR-00",""
"Tindori","2298","TINDORI","DUKE","05-MAR-00",""
"Pepasan","2298","PEPASAN","DUKE","05-MAR-00",""
