taxonid|relatednameusageid|relationtype|remarks
2513595|2574123|replacement name|, nom. superfl.
2574123|2574080|replacement name|, nom. superfl.
2690660|2513539|replacement name|
2513883|2514008|replacement name|
2514583|2513743|replacement name|, nom. superfl.
2926062|2513658|replacement name|
2581613|2513750|replacement name|, not validly publ.
2581615|2513750|replacement name|, not validly publ.
2513868|2513903|replacement name|
2513967|2527609|replacement name|
2514015|3234226|replacement name|
2514302|2513974|replacement name|
2498324|2513922|replacement name|
3011883|2514298|replacement name|, not validly publ.
2514595|2514392|replacement name|, nom. superfl.
2514605|2932296|replacement name|
2927533|2514430|replacement name|, not validly publ.
2464856|2514464|replacement name|, , nom. rej.
2514632|2514630|replacement name|, nom. superfl.
2932297|2514590|replacement name|
2514628|3242761|replacement name|
2524523|2514645|replacement name|
2396321|2514658|replacement name|, nom. superfl.
2514698|2509907|replacement name|, nom. superfl.
2514708|2514850|replacement name|
2509941|2514698|replacement name|, nom. superfl.
2514942|2514943|replacement name|, nom. superfl.
2514944|2514905|replacement name|
2514959|2514906|replacement name|
2886673|2886672|replacement name|, nom. superfl.
2898005|2707203|replacement name|, nom. superfl.
2515098|2898005|replacement name|, not validly publ.
2515131|2707209|replacement name|
2601110|2707178|replacement name|
2515118|2707264|replacement name|
2707179|2707264|replacement name|, nom. superfl.
2707247|2707226|replacement name|
2515006|2514997|replacement name|
2397194|2397197|replacement name|
2515272|2515206|replacement name|
2515223|2860612|replacement name|
2515241|2868719|replacement name|
2515244|2515326|replacement name|
2517045|2515357|replacement name|
2868724|2868726|replacement name|, nom. superfl.
2515385|2515365|replacement name|
2514902|2515047|replacement name|
2515302|2505172|replacement name|
2515225|2514968|replacement name|
2515455|2515396|replacement name|
2514988|2515051|replacement name|
2515588|2547541|replacement name|
2515595|2588510|replacement name|
2845490|2515630|replacement name|
2515680|2446695|replacement name|
2633384|2515690|replacement name|, nom. superfl.
3008264|2515690|replacement name|, nom. superfl.
2501548|3008264|replacement name|, nom. superfl.
2521894|2515725|replacement name|, not validly publ.
2515614|2885853|replacement name|
2521908|2515744|replacement name|, not validly publ.
2521907|2516054|replacement name|, not validly publ.
2521864|2515792|replacement name|, not validly publ.
2515797|2515743|replacement name|
2521822|2515854|replacement name|, not validly publ.
2516053|2515860|replacement name|, nom. superfl.
2521722|2515860|replacement name|, not validly publ.
2522427|2850358|replacement name|, not validly publ.
2850355|2850358|replacement name|, nom. superfl.
2849599|2515867|replacement name|
2503773|2504094|replacement name|
2580338|2515996|replacement name|
2885911|2516099|replacement name|, not validly publ.
2885901|2516114|replacement name|, not validly publ.
2885902|2516114|replacement name|, not validly publ.
2885884|2516126|replacement name|, not validly publ.
2885874|2516167|replacement name|, not validly publ.
2522430|2516172|replacement name|, not validly publ.
2516253|2516252|replacement name|, nom. illeg.
2521970|2516424|replacement name|, not validly publ.
2935035|2516472|replacement name|
2544478|3233926|replacement name|
2871393|2871389|replacement name|, nom. superfl.
2522425|2516870|replacement name|, not validly publ.
2999379|2465221|replacement name|
2516948|2789892|replacement name|
2516953|2547542|replacement name|
2601142|2517050|replacement name|, nom. superfl.
2517584|2631659|replacement name|
2913168|2518352|replacement name|, nom. superfl.
2517814|2517813|replacement name|, nom. superfl.
2736460|2517883|replacement name|
2514131|2517941|replacement name|, not validly publ.
2519316|2711180|replacement name|
2673081|2833214|replacement name|, nom. superfl.
2517482|2673081|replacement name|, nom. superfl.
2518029|2676897|replacement name|, nom. superfl.
2518061|3006090|replacement name|
2894002|2518140|replacement name|, not validly publ.
2518190|2894120|replacement name|
2522326|2517528|replacement name|, nom. superfl.
2517765|2932001|replacement name|
2517528|2518168|replacement name|, nom. superfl.
2518161|2518225|replacement name|
3006372|2518295|replacement name|, nom. superfl.
2518242|2935712|replacement name|
2873557|2518166|replacement name|
2518166|2518226|replacement name|, nom. superfl.
2894024|2551497|replacement name|, not validly publ.
2518346|2893833|replacement name|
2518329|2757265|replacement name|, nom. superfl.
2518410|2594410|replacement name|
2594434|2518411|replacement name|
2518112|2670449|replacement name|, nom. superfl.
2460772|2460809|replacement name|, nom. superfl.
2522112|2518606|replacement name|, not validly publ.
2514102|2708158|replacement name|, not validly publ.
2708322|2708400|replacement name|, nom. superfl.
2777996|2777942|replacement name|
2514094|2518805|replacement name|, not validly publ.
2518746|2518807|replacement name|
2514096|2518870|replacement name|, not validly publ.
3011987|2518796|replacement name|, not validly publ.
2518796|2518825|replacement name|, nom. superfl.
3011989|2518829|replacement name|
2456195|2722577|replacement name|, nom. superfl.
2518962|2605905|replacement name|, nom. superfl.
2722577|2722601|replacement name|, nom. illeg.
2436165|2722577|replacement name|, nom. superfl.
2605905|2722601|replacement name|, nom. superfl.
2518958|2456436|replacement name|
2777986|2777894|replacement name|
2519072|2521034|replacement name|
2519182|2519313|replacement name|, nom. superfl.
2514126|2519120|replacement name|
2519267|2519203|replacement name|
2519280|2519203|replacement name|, nom. superfl.
2522287|2519270|replacement name|, not validly publ.
2519401|2518614|replacement name|
2519465|2518652|replacement name|
2522212|2519507|replacement name|, not validly publ.
2519616|2594713|replacement name|
2727555|2422390|replacement name|, nom. superfl.
3006855|2422390|replacement name|, not validly publ.
2519740|2752457|replacement name|
2402148|2396090|replacement name|, not validly publ.
2688812|2519778|replacement name|, nom. superfl.
2519870|2936362|replacement name|
2402137|2396093|replacement name|, not validly publ.
2402217|2396241|replacement name|, not validly publ.
2520046|2520287|replacement name|
2520176|2893496|replacement name|
2520826|2519994|replacement name|
3228451|2496081|replacement name|, nom. superfl.
2498777|2454565|replacement name|
2668826|2668815|replacement name|
2520468|2520454|replacement name|
2520381|2520363|replacement name|
2522261|2520516|replacement name|, not validly publ.
2522252|2520534|replacement name|, not validly publ.
2522241|2520539|replacement name|, not validly publ.
2522239|2520547|replacement name|, not validly publ.
2522237|2520548|replacement name|, not validly publ.
2520548|3269669|replacement name|
2622860|2520541|replacement name|, nom. superfl.
2522250|2520659|replacement name|, not validly publ.
2522272|2520529|replacement name|, not validly publ.
2522245|2520588|replacement name|, not validly publ.
2522268|2520677|replacement name|, not validly publ.
2520772|2454518|replacement name|
3240670|2520846|replacement name|, not validly publ.
2486624|2486513|replacement name|
2486532|2486513|replacement name|, nom. superfl.
3225383|2468882|replacement name|
3287517|2520956|replacement name|, not validly publ.
2894128|2517821|replacement name|
2521023|2517895|replacement name|
2894126|2521023|replacement name|, not validly publ.
2522246|2521155|replacement name|
2935804|2520135|replacement name|
2520135|2520129|replacement name|, nom. superfl.
2521330|2520609|replacement name|
2522247|2521080|replacement name|, not validly publ.
2522248|2521080|replacement name|, not validly publ.
2521839|2521846|replacement name|, not validly publ.
2442575|2522062|replacement name|, nom. superfl.
2442546|2522052|replacement name|, nom. superfl.
2442733|2522066|replacement name|, nom. superfl.
2442542|2522066|replacement name|, nom. superfl.
2522064|2522303|replacement name|
2522449|3252308|replacement name|
2526630|2523908|replacement name|
2522692|2522679|replacement name|
2523141|2523020|replacement name|
2522707|2522784|replacement name|
2599962|2522707|replacement name|, nom. superfl.
2396568|2522784|replacement name|, nom. superfl.
2528961|2522713|replacement name|, not validly publ.
2522717|2522728|replacement name|
2522743|2522744|replacement name|, nom. superfl.
2813711|2522791|replacement name|, nom. superfl.
2525819|2522890|replacement name|, nom. superfl.
2600158|2707578|replacement name|, nom. superfl.
2522906|2523018|replacement name|, nom. superfl.
2528938|2523029|replacement name|, not validly publ.
2523120|2931326|replacement name|
2523130|2525753|replacement name|
2522668|2523209|replacement name|, not validly publ.
2526607|2524093|replacement name|
2891155|2523276|replacement name|, not validly publ.
2523296|2524389|replacement name|
3270341|2523304|replacement name|, nom. superfl.
2711091|2523309|replacement name|, nom. superfl.
2523328|2524086|replacement name|
2529191|2523397|replacement name|, not validly publ.
2529187|2523363|replacement name|, not validly publ.
2927370|2523388|replacement name|, nom. illeg.
2523704|2523394|replacement name|, nom. superfl.
2523410|2523412|replacement name|, nom. superfl.
2529168|2523443|replacement name|, not validly publ.
2529164|2523465|replacement name|, not validly publ.
2809329|2523466|replacement name|, nom. superfl.
2809346|2523466|replacement name|, nom. superfl.
2523470|2523763|replacement name|
2935867|2930980|replacement name|, not validly publ.
2604484|2523483|replacement name|, nom. superfl.
2523515|2523483|replacement name|, nom. superfl.
2935868|2523483|replacement name|, not validly publ.
2527083|2523483|replacement name|, nom. superfl.
2935869|2523483|replacement name|, not validly publ.
2809360|2523483|replacement name|, nom. superfl.
2930983|2930980|replacement name|, not validly publ.
2809356|2523483|replacement name|
2930980|2523483|replacement name|, not validly publ.
2809357|2930980|replacement name|, not validly publ.
2671125|2523368|replacement name|
2523535|2524938|replacement name|
2529008|2526182|replacement name|
2524270|2525344|replacement name|
2522607|2523583|replacement name|, not validly publ.
2927515|2523600|replacement name|, not validly publ.
2523626|2526721|replacement name|
2523654|3013591|replacement name|
2523694|3269361|replacement name|
2529124|2523709|replacement name|, not validly publ.
3270197|2525468|replacement name|, nom. illeg.
2523779|2524878|replacement name|
2522660|2523796|replacement name|, not validly publ.
2523835|2527144|replacement name|
2523839|3269365|replacement name|
2523844|2523359|replacement name|
2524635|2523359|replacement name|
